title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
gujarat xerox,"dhanlaxmi avenue, Nirant Cross Rd, near jawahar chowk, Rambagh, Maninagar, Ahmedabad, Gujarat 380013, India",Copy shop,,,,,,,,,,Copy shop,1.30E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A1IwW6uUPioSFVOXLXPcfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.17099&pitch=0&thumbfov=100,1,FALSE,22.9959973,72.597491,"Rambagh, Maninagar",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,+91 93758 25148,9.19E+11,380013,2,10,,,,,,Gujarat,"dhanlaxmi avenue, Nirant Cross Rd, near jawahar chowk",ગુજરાત ઝેરોક્સ,2.9,https://www.google.com/maps/search/?api=1&query=gujarat%20xerox&query_place_id=ChIJ1yPB-OmFXjkR6F_aSjyZFLQ,https://www.xerox.com/
Sonal Xerox,"Mandir Complex, Gf2, Bhairavnath Rd, Opposite Jai Hind School, Panchvati Society, Daxini Society, Maninagar, Ahmedabad, Gujarat 380008, India",Digital printing service,,,,,,,,,,Digital printing service,8.57E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMOEgOWrFEIiq5A-og7PE34fbSdoWyrqB88ujHH=w408-h272-k-no,12,FALSE,22.9949022,72.6088671,"Panchvati Society, Daxini Society, Maninagar",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 89056 02840,9.19E+11,380008,3,269,,,,,,Gujarat,"Mandir Complex, Gf2, Bhairavnath Rd, Opposite Jai Hind School",સોનલ ઝેરોક્સ,4.2,https://www.google.com/maps/search/?api=1&query=Sonal%20Xerox&query_place_id=ChIJP792K-eFXjkRW3AXG9zy_XY,http://www.sonalxerox.com/
Hello Xerox,"2J22+52H, Rambaug Kankariya Rd, Prankunj Society, Krishnakunj Society, Maninagar, Ahmedabad, Gujarat 380008, India",Copy shop,,,,,,,,,,Copy shop,1.77E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZJkkG0Dar194eB6XrP0agQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.67068&pitch=0&thumbfov=100,1,FALSE,23.0004308,72.6001069,"Prankunj Society, Krishnakunj Society, Maninagar",Monday,9 AM to 8:30 PM,Tuesday,9 AM to 8:30 PM,Wednesday,9 AM to 8:30 PM,Thursday,9 AM to 8:30 PM,Friday,9 AM to 8:30 PM,Saturday,9 AM to 8:30 PM,Sunday,9:30 AM to 1 PM,FALSE,+91 94279 60337,9.19E+11,380008,4,21,,,,,,Gujarat,"2J22+52H, Rambaug Kankariya Rd",હેલો ઝેરોક્ષ,4.4,https://www.google.com/maps/search/?api=1&query=Hello%20Xerox&query_place_id=ChIJAQAQp8OFXjkRfSWiF_JRl_U,
Shree Saikrupa Xerox Copy Center,"Shop No. 4, Krishnanand Complex, Near Prince Pavbhaji, Jawahar Chowk Char Rastha, Bhairavnath Rd, opposite Soham Plaza, Maninagar, Ahmedabad, Gujarat 380008, India",Copy shop,,,,,,,,,,Copy shop,2.36E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aksH15aYAJLBiKSGezfyEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.1387&pitch=0&thumbfov=100,1,FALSE,22.995346,72.604812,"Balvatika, Maninagar",Monday,9:30 AM to 9:30 PM,Tuesday,9:30 AM to 9:30 PM,Wednesday,9:30 AM to 9:30 PM,Thursday,9:30 AM to 9:30 PM,Friday,9:30 AM to 9:30 PM,Saturday,9:30 AM to 9:30 PM,Sunday,9:30 AM to 9:30 PM,FALSE,+91 93740 61034,9.19E+11,380008,5,17,,,,,,Gujarat,"Shop No. 4, Krishnanand Complex, Near Prince Pavbhaji, Jawahar Chowk Char Rastha, Bhairavnath Rd, opposite Soham Plaza",શ્રી સાઇકૃપા ઝેરોક્સ કોપી સેન્ટર,4.3,https://www.google.com/maps/search/?api=1&query=Shree%20Saikrupa%20Xerox%20Copy%20Center&query_place_id=ChIJn12tuOeFXjkRe2lhRY7sziA,
Janta Xerox - Digital Printing,"2, Anand Shopping Center, BRTS, Bhairavnath Rd, opp. Bhairavnath, Rambagh, Maninagar, Ahmedabad, Gujarat 380028, India",Digital printing service,Bookbinder,Graphic designer,Invitation printing service,Lamination service,Screen printing shop,Stationery store,,,,Digital printing service,6.42E+16,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t-03ttNoCFkZ847JPFnSbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.762504&pitch=0&thumbfov=100,1,FALSE,22.9955498,72.5994931,"Rambagh, Maninagar",Monday,9:30 AM to 9:30 PM,Tuesday,9:30 AM to 9:30 PM,Wednesday,9:30 AM to 9:30 PM,Thursday,9:30 AM to 9:30 PM,Friday,9:30 AM to 9:30 PM,Saturday,9:30 AM to 9:30 PM,Sunday,10 AM to 3 PM,FALSE,+91 98983 97056,9.20E+11,380028,7,73,,,,,,Gujarat,"2, Anand Shopping Center, BRTS, Bhairavnath Rd, opp. Bhairavnath",જનતા ઝેરોક્ષ,4.2,https://www.google.com/maps/search/?api=1&query=Janta%20Xerox%20-%20Digital%20Printing&query_place_id=ChIJ8_qnyIqEXjkR8Xtmhlvw4wA,
Radhey Xerox and Stationary - Best Digital Printing Shop in Maninagar | Lamination Remove & Hard Binding Shop in Maninagar,"No. 1, Mahalaxmi Market, 18, Maninagar Cross Rd, opp. Gandhi Complex, Balvatika, Maninagar, Ahmedabad, Gujarat 380008, India",Digital printing service,,,,,,,,,,Digital printing service,3.35E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfhXEXjTOZ3er50e9UxHuGY49tDC9wthhCKDcu6Mtp_8QqhWzCJpSENvCyPoNDkAlc4yTpeCsbZN3OdtPZGuU1lq9pJqzSDs9rXthpyGxI3jEvQSAyU0qDDBoxz2rGOCLmH4RSoQ=w408-h408-k-no,7,FALSE,22.9977189,72.6080147,"Balvatika, Maninagar",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,10 AM to 2 PM,FALSE,+91 98240 00974,9.20E+11,380008,9,30,,,,,,Gujarat,"No. 1, Mahalaxmi Market, 18, Maninagar Cross Rd, opp. Gandhi Complex",,3.7,https://www.google.com/maps/search/?api=1&query=Radhey%20Xerox%20and%20Stationary%20-%20Best%20Digital%20Printing%20Shop%20in%20Maninagar%20%7C%20Lamination%20Remove%20%26%20Hard%20Binding%20Shop%20in%20Maninagar&query_place_id=ChIJ_____8KFXjkRr9YZkNloji4,
Shivam Xerox Copy Centre,"3, Krishnanand Complex, Near Prince Bhaji Pav, Opp.Soham Plaza, Jawhar Chowk Cross Road, Bhairavnath Rd, Maninagar, Ahmedabad, Gujarat 380008, India",Copy shop,,,,,,,,,,Copy shop,1.03E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWf5y1zZUrJF9aU6BVpQDLZp_4xtGeXsdMPo8MOgM2pa7yXWZGO3ZvkLfd6aAvqFpD0gaG1bxRwUXzz1g5UPmDZxSUvZrWEjydb4lCP0iHCPCYrr2i97uWgE1dpZm-l9CQdtqj=w408-h306-k-no,7,FALSE,22.9949482,72.6048227,"Radhavallabh Colony, Maninagar",Monday,10 AM to 10 PM,Tuesday,10 AM to 10 PM,Wednesday,10 AM to 10 PM,Thursday,10 AM to 10 PM,Friday,10 AM to 10 PM,Saturday,10 AM to 10 PM,Sunday,10 AM to 4 PM,FALSE,+91 98798 15783,9.20E+11,380008,10,14,,,,,,Gujarat,"3, Krishnanand Complex, Near Prince Bhaji Pav, Opp.Soham Plaza, Jawhar Chowk Cross Road, Bhairavnath Rd",શિવમ ઝેરોક્સ કોપી સેન્ટર,3.7,https://www.google.com/maps/search/?api=1&query=Shivam%20Xerox%20Copy%20Centre&query_place_id=ChIJEQlNx-eFXjkRlvDMuuqbI48,
Parmar Xerox and Printing,"Neelam Kunj Society, nr. Mira Cinema, Shah-E-Alam Darwaja, P & T Colony, Maninagar, Ahmedabad, Gujarat 380028, India",Print shop,,,,,,,,,,Print shop,4.76E+17,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2pSHP3ELyb5XHBoufMVu0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.73206&pitch=0&thumbfov=100,1,FALSE,22.9975812,72.5924218,"Shah-E-Alam Darwaja, P & T Colony, Maninagar",Monday,8:30 AM to 10:30 PM,Tuesday,8:30 AM to 10:30 PM,Wednesday,8:30 AM to 10:30 PM,Thursday,8:30 AM to 10:30 PM,Friday,8:30 AM to 10:30 PM,Saturday,8:30 AM to 10:30 PM,Sunday,8:30 AM to 10:30 PM,FALSE,,,380028,11,1,,,,,,Gujarat,"Neelam Kunj Society, nr. Mira Cinema",,5,https://www.google.com/maps/search/?api=1&query=Parmar%20Xerox%20and%20Printing&query_place_id=ChIJtx7Tv0WFXjkRFV4CcF-GmgY,
Saniya Colour Xerox,"Shop No:#29, Alishan Complex, Lalbhai Kundiwala Marg, Danilimda, Ahmedabad, Gujarat 380028, India",Print shop,Fax service,Lamination service,,,,,,,,Print shop,8.26E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B_oH6LR9I6WGdH-u9QZ6Bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.09552&pitch=0&thumbfov=100,1,FALSE,22.9960819,72.5798591,Danilimda,Monday,9:30 AM to 8:30 PM,Tuesday,9:30 AM to 8:30 PM,Wednesday,9:30 AM to 8:30 PM,Thursday,9:30 AM to 8:30 PM,Friday,9:30 AM to 8:30 PM,Saturday,9:30 AM to 8:30 PM,Sunday,Closed,FALSE,+91 98982 98166,9.20E+11,380028,14,1,,,,,,Gujarat,"Shop No:#29, Alishan Complex, Lalbhai Kundiwala Marg",સણીયા કલર ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Saniya%20Colour%20Xerox&query_place_id=ChIJg3VlNL2FXjkRNodNkCCcqnI,
Gujarat Xerox,"Purshottam Mavlankar Marg, Ellisbridge, Ahmedabad, Gujarat 380007, India",Copy shop,,,,,,,,,,Copy shop,1.82E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN-y85W1LymcBVRL9dNnjpuF7Z6k6xsYXsC8PgU=w408-h625-k-no,3,FALSE,23.0232912,72.5670588,Ellisbridge,Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,11 AM to 2 PM,FALSE,+91 98797 99981,9.20E+11,380007,16,48,,,,,,Gujarat,Purshottam Mavlankar Marg,ગુજરાત ઝેરોક્સ,3.3,https://www.google.com/maps/search/?api=1&query=Gujarat%20Xerox&query_place_id=ChIJxaGal_iEXjkRz8JIwhJDPhk,
Krishna Xerox and Thesis Binding,"SHOP NO,4, JL Complex, JAWAHAR CHOWK CHAR RASTA, Bhairavnath Rd, near ILAJ MEDICAL, Balvatika, Maninagar East, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,1.83E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noXvSyj6kx1HP4lTgcLA6Dch5Q29S24E38sQdtQO8tnzi-AulEuMogfke0FUmabHsuixaxZ05k_aQBR61KBy50yxYPpZ0NDhrTo1YrjS_XBInleARAjui9x5rVO31LV85P2QxEe=w408-h541-k-no,4,FALSE,22.995329,72.6043314,"Balvatika, Maninagar East, Maninagar",Monday,9:30 AM to 9 PM,Tuesday,9:30 AM to 9 PM,Wednesday,9:30 AM to 9 PM,Thursday,9:30 AM to 9 PM,Friday,9:30 AM to 9 PM,Saturday,9:30 AM to 9 PM,Sunday,10 AM to 1 PM,FALSE,+91 77788 44446,9.18E+11,380008,17,96,,,,,,Gujarat,"SHOP NO,4, JL Complex, JAWAHAR CHOWK CHAR RASTA, Bhairavnath Rd, near ILAJ MEDICAL",થેસીસ બાઇન્ડીંગ,5,https://www.google.com/maps/search/?api=1&query=Krishna%20Xerox%20and%20Thesis%20Binding&query_place_id=ChIJwRD-w-eFXjkR2y6ogobDIP4,
Dhwani Zerox Centre,"2, Kashiwala Complex, Opposite Syndicate Bank, Near Swaminarayan Wadi, Old Railway Crossing, Bhairavnath Rd, Maninagar, Ahmedabad, Gujarat 380008, India",Copy shop,,,,,,,,,,Copy shop,4.86E+17,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lGmvb9EgH8Si6R_ZMc6r5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.53445&pitch=0&thumbfov=100,1,FALSE,22.9950432,72.6123288,Maninagar,Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,10:30 AM to 2:30 PM,FALSE,+91 79 2546 3587,9.18E+11,380008,18,16,,,,,,Gujarat,"2, Kashiwala Complex, Opposite Syndicate Bank, Near Swaminarayan Wadi, Old Railway Crossing, Bhairavnath Rd",ધ્વનિ ઝેરોક્સ સેન્ટર,3.4,https://www.google.com/maps/search/?api=1&query=Dhwani%20Zerox%20Centre&query_place_id=ChIJ_____8KFXjkR55zs0MQCwAY,
Shraddha Xerox,"96, Maneklal Kesavlal Chawal Opposite Parixitlalnagar, Lal Bahadur Shastri Nagar, Behrampura, Ahmedabad, Gujarat 380022, India",Print shop,,,,,,,,,,Print shop,1.58E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipO6NLHziaB5PNCrq4a9zaJtiU51kFonhhTLfy2a=w426-h240-k-no,5,FALSE,23.004905,72.5873456,"Lal Bahadur Shastri Nagar, Behrampura",Monday,9 AM to 11 PM,Tuesday,9 AM to 11:30 PM,Wednesday,9 AM to 11:30 PM,Thursday,9 AM to 11:30 PM,Friday,9 AM to 11:30 PM,Saturday,9 AM to 11:30 PM,Sunday,9 AM to 11:30 PM,FALSE,+91 93765 17963,9.19E+11,380022,20,1,,,,,,Gujarat,"96, Maneklal Kesavlal Chawal Opposite Parixitlalnagar",,5,https://www.google.com/maps/search/?api=1&query=Shraddha%20Xerox&query_place_id=ChIJl28Q8rmFXjkRBJBRqPAIm9s,
Shree Umiya Xerox,"4, Gopal Complex, Krishna Bagh Cross Road, Maninagar, Mani Nagar, Ahmedabad, Gujarat 380008, India",Copy shop,,,,,,,,,,Copy shop,1.00E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqzHs1ZoN2LgqaGnzNobENtv7kNwyDIXSVKrr4PE_aP2gbE4HRynz-WLoXF5HNdfrbixsk3qeGD21fdKlOVgw09RoDGd6qbQPitTU8M-soLcbyT64yTZ-Pjak5Ivs9qj4_5V7X0=w408-h906-k-no,2,FALSE,22.9996065,72.6002402,"Prankunj Society, Pushpkunj, Maninagar",,,,,,,,,,,,,,,FALSE,+91 98985 81713,9.20E+11,380008,33,9,6,1,1,1,0,Gujarat,"4, Gopal Complex, Krishna Bagh Cross Road, Maninagar, Mani Nagar",શ્રી ઉમિયા ઝેરોક્સ,4.2,https://www.google.com/maps/search/?api=1&query=Shree%20Umiya%20Xerox&query_place_id=ChIJ_____8KFXjkRJ7f2HdaAxIo,
LINK XEROX,"Sumandir Bungalow, 50/45a, Bhairavnath Rd, Vallabhhwadi, Archana Society, Bhairavnath, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,6.06E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9WUvTdnxP10R9BLxFHhuXpc7RClWcNOUsajQqXGttePWetHjt25C4i-qx1xF-jAnXmaNUumz9rQuVsAzLjnord-Rp_6vm9RKrLg3JBVOT4sfZeq9bs4BJ9VHSXQF7diN_aMWr=w408-h544-k-no,7,FALSE,22.9951138,72.6009242,"Vallabhhwadi, Archana Society, Bhairavnath, Maninagar",,,,,,,,,,,,,,,FALSE,,,380008,36,2,2,0,0,0,0,Gujarat,"Sumandir Bungalow, 50/45a, Bhairavnath Rd",,5,https://www.google.com/maps/search/?api=1&query=LINK%20XEROX&query_place_id=ChIJ2841SOiFXjkRwqrQCscWJ1Q,
Mahakali Xerox,"2HR8+4RM, Mahakali Xerox Sundhiya, Gam, Vadnagar, Gujarat 384355, India",Copy shop,Stationery store,,,,,,,,,Copy shop,1.36E+18,"Vadnagar, Ahmedabad",TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npL8E6Cgd0JH8iua4BjLfeS1vQxWzAOutyY3cPJyuUKRNIITyMOlZo95i3LomZDQvYaEkAHhfCMy_Z_S2WLJfQHHg7dgeF5vWLbCFqu85vlQKmIpH2jdeqscFTMz-fO8KzB5tXGVQ=w408-h725-k-no,11,FALSE,23.0403463,72.5670557,"Gam, Sattar Taluka Society, Usmanpura",Monday,8 AM to 10 PM,Tuesday,8 AM to 10 PM,Wednesday,8 AM to 10 PM,Thursday,8 AM to 10 PM,Friday,8 AM to 10 PM,Saturday,8 AM to 10 PM,Sunday,8 AM to 10 PM,FALSE,+91 73591 05661,9.17E+11,384355,1,164,,,,,,Gujarat,"2HR8+4RM, Mahakali Xerox Sundhiya",,4.5,https://www.google.com/maps/search/?api=1&query=Mahakali%20Xerox&query_place_id=ChIJu78SbQeFXjkRbwFwUSXI4xI,
Radhe xerox,"2HR9+P3C, Ghanshyam Avenue, opp. C U Shah college, Sattar Taluka Society, Usmanpura, Ahmedabad, Gujarat 380014, India",Copy shop,,,,,,,,,,Copy shop,1.16E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrB8EOonDewJbw7FNaNlY-e_H76LIVKkBnA2hVS80YxQCH5MslmTV7nz4UfYNyQaw-qn_hW7d1B5qaahbZi24KQL_ViJMkSLkqJLphAyBaqlYhTNwHWGpPJBSBQ_X6fgM4Kn10S=w408-h544-k-no,24,FALSE,23.0418178,72.5676383,"Sattar Taluka Society, Usmanpura",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,FALSE,+91 93288 88112,9.19E+11,380014,2,31,,,,,,Gujarat,"2HR9+P3C, Ghanshyam Avenue, opp. C U Shah college",રાધે ઝેરોક્સ,4.8,https://www.google.com/maps/search/?api=1&query=Radhe%20xerox&query_place_id=ChIJGTeMErKFXjkRK4-lml7ajqA,
